ensembl_gene_id	hgnc_symbol	logFC	logCPM	F	PValue	FDR
ENSG00000129353	SLC44A2	-0.099366443	6.804562933	0.127763611	0.728950745	0.784175153
ENSG00000129467	ADCY4	0.142582214	0.214546442	0.057722243	0.815483321	0.85657284
ENSG00000129535	NRL	0.103297962	-0.366622867	0.06737619	0.80100067	0.845829576
ENSG00000129654	FOXJ1	-0.151601005	0.399002982	0.091979927	0.768526791	0.817857282
ENSG00000129910	CDH15	0.074735825	7.301835086	0.046911822	0.833327324	0.870980715
ENSG00000129933	MAU2	-0.034050445	5.552738364	0.038266582	0.849227667	0.884029438
ENSG00000130227	XPO7	-0.051927067	6.089867101	0.118937049	0.738064566	0.792736015
ENSG00000130312	MRPL34	-0.04587944	3.429497114	0.043353933	0.839667809	0.87600573
ENSG00000130348	QRSL1	-0.040109433	4.740392462	0.051764994	0.8250736	0.864461852
ENSG00000130600	H19	0.072380324	12.41813263	0.043683599	0.839069103	0.875647511
ENSG00000130635	COL5A1	0.111988729	8.879404388	0.105014277	0.753252643	0.805179923
ENSG00000130653	PNPLA7	-0.12757311	0.728129063	0.078241721	0.785978335	0.833431109
ENSG00000130714	POMT1	-0.053043122	4.630031456	0.099739662	0.759299453	0.810151726
ENSG00000130958	SLC35D2	-0.073205797	3.792059733	0.076619642	0.788145916	0.835148515
ENSG00000130997	POLN	0.112966038	1.461153583	0.09486206	0.765051111	0.815337277
ENSG00000131013	PPIL4	0.033205161	5.566649992	0.055876147	0.818396654	0.858778067
ENSG00000131462	TUBG1	0.042839592	4.880815366	0.054515096	0.82057741	0.860408219
ENSG00000131469	RPL27	0.088114526	8.772942734	0.06573797	0.80337608	0.847681145
ENSG00000131748	STARD3	0.054154706	4.609043003	0.044409371	0.837759323	0.874413683
ENSG00000131781	FMO5	0.081551628	-0.239896432	0.046541831	0.83397464	0.871458074
ENSG00000132275	RRP8	-0.066147239	4.589896584	0.128243744	0.728465405	0.783986985
ENSG00000132394	EEFSEC	-0.052348461	2.897736951	0.036181714	0.853336302	0.887161896
ENSG00000132470	ITGB4	0.244352127	-0.702637873	0.114885479	0.742376261	0.796493952
ENSG00000132549	VPS13B	-0.054767513	7.029301972	0.033811945	0.858158867	0.890892695
ENSG00000132612	VPS4A	0.028879883	5.358709657	0.033995758	0.857778646	0.890565371
ENSG00000133027	PEMT	-0.072776569	3.169809923	0.066987716	0.801561126	0.8462911
ENSG00000133597	ADCK2	0.074993474	3.358933986	0.113623403	0.743736823	0.797641752
ENSG00000133704	IPO8	0.043999325	5.746905554	0.060527936	0.811149001	0.853261568
ENSG00000134007	ADAM20	0.197930544	0.429453262	0.110491569	0.747150172	0.800136294
ENSG00000134333	LDHA	-0.248903272	8.845655813	0.116580932	0.740561683	0.794857951
ENSG00000134548	SPX	0.166463446	0.624850072	0.063257018	0.80703469	0.850107115
ENSG00000134744	TUT4	-0.11924586	7.045863625	0.10714036	0.750863234	0.80339204
ENSG00000135750	KCNK1	-0.103700744	1.849291416	0.091009468	0.769710582	0.818839774
ENSG00000135823	STX6	0.099512877	5.218166625	0.112837413	0.744588447	0.7982266
ENSG00000136014	USP44	0.198631615	0.846017599	0.049656264	0.828607443	0.867105507
ENSG00000136146	MED4	-0.059545655	4.78294189	0.060992494	0.810441749	0.852880618
ENSG00000136286	MYO1G	0.13276763	-0.372548881	0.08186242	0.781226483	0.828969109
ENSG00000136682	CBWD2	0.032236079	4.071387526	0.037361236	0.850997135	0.88540107
ENSG00000136770	DNAJC1	-0.042764068	4.29802738	0.049546891	0.828792872	0.867232575
ENSG00000137040	RANBP6	0.035523664	6.052496988	0.032535762	0.860828774	0.892853557
ENSG00000137193	PIM1	-0.140838205	5.032612847	0.076210472	0.788696612	0.835409377
ENSG00000137288	UQCC2	0.042710367	5.197103191	0.061974033	0.808956831	0.851608661
ENSG00000137673	MMP7	0.342418026	-0.08581337	0.051083887	0.826206557	0.8651863
ENSG00000137760	ALKBH8	-0.042968965	3.779643126	0.054420189	0.820730546	0.860503011
ENSG00000138686	BBS7	0.061876978	4.515001898	0.087050843	0.774612734	0.823480033
ENSG00000139187	KLRG1	0.113151097	0.543069182	0.047930173	0.83155942	0.869562389
ENSG00000139220	PPFIA2	0.181664664	0.823374209	0.048210281	0.831076613	0.86915812
ENSG00000139372	TDG	0.075837188	5.884920527	0.12395202	0.732841073	0.787804154
ENSG00000139722	VPS37B	0.138698545	5.90677902	0.091977516	0.768529724	0.817857282
ENSG00000139725	RHOF	0.136370636	2.160905914	0.120851359	0.736056204	0.790764642
ENSG00000140538	NTRK3	-0.220891767	0.200307493	0.061121687	0.810245575	0.852769014
ENSG00000140694	PARN	0.040026734	5.017542278	0.0460618	0.834818519	0.872074147
ENSG00000141098	GFOD2	-0.033470399	4.370667063	0.045139397	0.836453144	0.873382643
ENSG00000141179	PCTP	0.070230424	3.253061835	0.06582957	0.803242429	0.84767475
ENSG00000141232	TOB1	-0.052338858	4.704815709	0.052393427	0.824035229	0.863571796
ENSG00000141503	MINK1	0.068686646	4.844923922	0.068976211	0.798710411	0.843628144
ENSG00000141522	ARHGDIA	0.179736857	6.233397792	0.117551956	0.73952913	0.793998205
ENSG00000141933	TPGS1	-0.25618493	2.347468543	0.0808801	0.782504192	0.830132251
ENSG00000141956	PRDM15	-0.073639189	3.807301398	0.124072284	0.732717294	0.787732825
ENSG00000141971	MVB12A	0.054150601	3.729733454	0.070735307	0.796225201	0.841499429
ENSG00000142784	WDTC1	0.078818255	4.998393509	0.050516576	0.827156329	0.866048651
ENSG00000143294	PRCC	-0.047786418	4.693490442	0.053733036	0.821843547	0.861538245
ENSG00000143569	UBAP2L	0.0641326	6.880347977	0.113971795	0.743360399	0.797305891
ENSG00000143811	PYCR2	0.06176008	4.400847167	0.1099912	0.747700525	0.800592995
ENSG00000143977	SNRPG	-0.116168427	5.264943122	0.103721553	0.754718689	0.806142054
ENSG00000143995	MEIS1	-0.140812134	5.220175088	0.060969974	0.810475968	0.852880618
ENSG00000145293	ENOPH1	0.060132537	5.108779515	0.110890962	0.746711883	0.799935135
ENSG00000145780	FEM1C	0.066659087	5.054157289	0.098264785	0.761021873	0.811610716
ENSG00000145781	COMMD10	0.064892771	4.12330736	0.086179337	0.775708289	0.824325271
ENSG00000145808	ADAMTS19	0.431992396	1.354625613	0.128908336	0.72779531	0.783546682
ENSG00000145860	RNF145	0.026708695	5.737667843	0.034565141	0.856607585	0.889888385
ENSG00000145945	FAM50B	-0.197055009	0.410280292	0.124471271	0.732307131	0.787415295
ENSG00000146232	NFKBIE	-0.108318117	2.3926465	0.10709481	0.750914146	0.80339204
ENSG00000146386	ABRACL	-0.069323849	3.656216981	0.041909156	0.84232022	0.878238557
ENSG00000147044	CASK	0.040037461	5.887034015	0.103111299	0.7554143	0.806633812
ENSG00000147121	KRBOX4	-0.061604568	3.560575296	0.092682122	0.767674517	0.81742287
ENSG00000147162	OGT	0.103675178	7.923891742	0.103575712	0.754884721	0.806215077
ENSG00000147234	FRMPD3	0.238501908	1.071772003	0.064478657	0.805223743	0.848916615
ENSG00000147419	CCDC25	-0.028773535	5.625169284	0.032363542	0.861193203	0.893164008
ENSG00000147996	CBWD5	-0.053414755	2.906478754	0.051142322	0.826109043	0.865150232
ENSG00000149527	PLCH2	-0.159201448	-0.294198393	0.058417003	0.814399769	0.855827904
ENSG00000149806	FAU	-0.058914196	7.571724532	0.032871769	0.860120627	0.892388975
ENSG00000151065	DCP1B	0.034266501	3.872887956	0.036980182	0.851748564	0.886048464
ENSG00000151093	OXSM	-0.066285463	2.585704084	0.056467184	0.817458444	0.857990472
ENSG00000151164	RAD9B	-0.113390641	-0.047293797	0.066778393	0.801863842	0.846502961
ENSG00000151413	NUBPL	0.049719994	4.143496936	0.104499274	0.753835483	0.805386816
ENSG00000152082	MZT2B	-0.101975206	4.699794307	0.082065175	0.780963801	0.828772657
ENSG00000152443	ZNF776	-0.028433403	4.825066315	0.036519043	0.852663328	0.886646759
ENSG00000152583	SPARCL1	-0.304998261	4.975688594	0.099861332	0.759157994	0.810096787
ENSG00000153815	CMIP	-0.071075584	4.049408838	0.035973476	0.853753367	0.887528226
ENSG00000154640	BTG3	0.140415165	4.457474564	0.086785583	0.774945549	0.823642456
ENSG00000154654	NCAM2	0.11016536	2.441497248	0.079544922	0.784254485	0.831761783
ENSG00000154957	ZNF18	-0.035745074	3.632784388	0.033686346	0.858419289	0.891028179
ENSG00000155090	KLF10	-0.120815488	6.255915552	0.045249903	0.836256393	0.873243677
ENSG00000155229	MMS19	0.030714251	6.08169702	0.044694815	0.837247268	0.874012236
ENSG00000155287	SLC25A28	0.049605183	3.344998573	0.037809558	0.850118147	0.884822112
ENSG00000155304	HSPA13	0.125755457	6.575668823	0.128527641	0.728178916	0.783836631
ENSG00000155530	LRGUK	-0.213498603	-0.061991383	0.104666193	0.753646402	0.805310251
ENSG00000156374	PCGF6	-0.049140899	3.657403871	0.056926321	0.816733206	0.857345899
ENSG00000158158	CNNM4	-0.087452894	3.708022747	0.065386734	0.803889492	0.848096613
ENSG00000158483	FAM86C1	-0.072931068	2.636924178	0.084742721	0.777527552	0.825746781
ENSG00000158859	ADAMTS4	-0.075793319	4.14267527	0.063846326	0.80615879	0.849641192
ENSG00000159079	CFAP298	-0.051356232	3.478170478	0.063309418	0.80695663	0.850090169
ENSG00000159176	CSRP1	-0.119633146	1.0073683	0.069023687	0.798642892	0.843628144
ENSG00000160087	UBE2J2	0.043437017	4.63754258	0.041307241	0.843439358	0.879204929
ENSG00000160211	G6PD	-0.100469304	4.618054865	0.076210692	0.788696316	0.835409377
ENSG00000160294	MCM3AP	0.02440219	6.793524473	0.033327339	0.859166457	0.891601323
ENSG00000160710	ADAR	0.035372529	7.33464048	0.033042673	0.859761877	0.892151726
ENSG00000160818	GPATCH4	0.072549368	4.749044308	0.056895483	0.816781819	0.857345899
ENSG00000161149	TUBA3FP	-0.122069429	0.181831967	0.060875745	0.810619219	0.852900501
ENSG00000161277	THAP8	0.082047139	2.09937415	0.093093667	0.767176667	0.817031237
ENSG00000161956	SENP3	0.043428313	4.290388658	0.075950971	0.789046701	0.835651143
ENSG00000162298	SYVN1	0.072645162	3.615694996	0.036494828	0.85271153	0.886646759
ENSG00000162639	HENMT1	0.082525405	2.196954944	0.051277953	0.825882937	0.865045528
ENSG00000162783	IER5	0.082972865	4.637336755	0.064309502	0.805473395	0.849058328
ENSG00000162825	NBPF20	-0.067951938	2.705203477	0.051597873	0.825350857	0.864686299
ENSG00000162980	ARL5A	0.056958979	6.769389493	0.122364406	0.734481528	0.789258372
ENSG00000163032	VSNL1	-0.106013848	1.807004507	0.032596977	0.860699479	0.89278696
ENSG00000163126	ANKRD23	0.18000518	-0.41488706	0.072358364	0.793961562	0.839689341
ENSG00000163468	CCT3	0.054511302	8.253698754	0.060136249	0.811747567	0.853694808
ENSG00000163521	GLB1L	0.07725691	2.327858662	0.068490034	0.799403271	0.844272765
ENSG00000163527	STT3B	-0.046467057	8.14096444	0.055020966	0.81976354	0.860015027
ENSG00000163584	RPL22L1	-0.155054021	5.96958098	0.086429979	0.775392592	0.824053629
ENSG00000163596	ICA1L	0.085214774	3.134397633	0.063761231	0.806285	0.849645678
ENSG00000163686	ABHD6	-0.109616802	1.633204681	0.127906064	0.728806638	0.784143122
ENSG00000163704	PRRT3	-0.146114403	1.862720691	0.128245124	0.72846401	0.783986985
ENSG00000163710	PCOLCE2	0.174910906	1.160726682	0.110856219	0.746749975	0.799935135
ENSG00000163947	ARHGEF3	-0.074414097	4.61328135	0.098663709	0.760554587	0.811238513
ENSG00000164031	DNAJB14	-0.039137818	6.294882624	0.043001956	0.840309672	0.876542035
ENSG00000164038	SLC9B2	-0.055661565	3.406640077	0.053269439	0.822598712	0.8621981
ENSG00000164066	INTU	-0.058695168	5.540429762	0.057512307	0.815812101	0.856786968
ENSG00000164074	ABHD18	-0.063709199	4.077810685	0.075810557	0.789236402	0.835658489
ENSG00000164163	ABCE1	0.047448326	7.134339377	0.058049416	0.8149722	0.856363847
ENSG00000164211	STARD4	0.135665594	6.172285981	0.106551682	0.751522152	0.803917131
ENSG00000164219	PGGT1B	0.051355097	4.534848409	0.071231181	0.795530673	0.84095979
ENSG00000164284	GRPEL2	-0.041606966	5.01287167	0.076363413	0.788490585	0.835384672
ENSG00000164332	UBLCP1	0.050470211	4.818125298	0.091970465	0.7685383	0.817857282
ENSG00000164610	RP9	-0.061538978	3.568806851	0.126167988	0.730571182	0.785733488
ENSG00000164627	KIF6	-0.297704041	-0.038863626	0.122573337	0.734264956	0.789087464
ENSG00000164751	PEX2	0.076220777	5.663925646	0.108216181	0.749664255	0.802305109
ENSG00000164879	CA3	0.330085098	1.556723589	0.081775047	0.781339791	0.829025209
ENSG00000165487	MICU2	0.040742057	6.391403273	0.057351366	0.816064585	0.856855321
ENSG00000165617	DACT1	0.097475474	5.891991453	0.045018726	0.836668284	0.873540786
ENSG00000165699	TSC1	0.071190851	6.271235552	0.073276602	0.792693044	0.838606392
ENSG00000165819	METTL3	-0.060196712	5.641398932	0.083438121	0.779194299	0.827260696
ENSG00000165934	CPSF2	0.031244207	6.56662521	0.037615994	0.850496982	0.885082096
ENSG00000166123	GPT2	-0.053376997	4.992962738	0.073119544	0.792909404	0.838705914
ENSG00000166181	API5	-0.046457303	6.255178709	0.0385533	0.848671843	0.883652017
ENSG00000166192	SENP8	0.054179541	2.088490409	0.041215582	0.843610525	0.879316533
ENSG00000166250	CLMP	-0.074713787	5.346671027	0.071749344	0.794807706	0.840389833
ENSG00000166503	HDGFL3	-0.040375595	6.145047259	0.032957557	0.859940426	0.892269503
ENSG00000166821	PEX11A	0.048828431	2.519580125	0.036609313	0.852483789	0.886646759
ENSG00000167074	TEF	0.121428422	3.842497695	0.115994314	0.741187825	0.795467757
ENSG00000167081	PBX3	0.07510972	4.624696767	0.063454535	0.806740633	0.849993184
ENSG00000167543	TP53I13	-0.097098458	3.420006445	0.104137933	0.754245377	0.805761981
ENSG00000167720	SRR	-0.042961031	3.306702702	0.054719736	0.820247694	0.860286433
ENSG00000167904	TMEM68	-0.092946789	3.667844808	0.121510452	0.735368899	0.790088133
ENSG00000168067	MAP4K2	0.044177951	3.169384838	0.040675185	0.844623753	0.880038285
ENSG00000168092	PAFAH1B2	0.045972524	7.325571517	0.075101594	0.790197137	0.83641748
ENSG00000168118	RAB4A	0.056780655	4.894211795	0.085303781	0.776815059	0.825117869
ENSG00000168439	STIP1	0.057997948	7.290165797	0.092514292	0.767877893	0.817460696
ENSG00000168569	TMEM223	-0.091820772	2.969974382	0.085973537	0.77596788	0.824537254
ENSG00000168724	DNAJC21	-0.028496391	5.870995496	0.037725949	0.850281657	0.884925151
ENSG00000168939	SPRY3	0.087114849	2.009551845	0.031979952	0.862008533	0.893806867
ENSG00000169129	AFAP1L2	-0.164394217	3.425194894	0.092131562	0.768342445	0.817857282
ENSG00000169221	TBC1D10B	-0.039103695	5.229069417	0.033617059	0.858563167	0.89104267
ENSG00000169228	RAB24	0.070741971	2.239543421	0.091157322	0.769529779	0.818710926
ENSG00000169519	METTL15	0.048727111	4.332481513	0.079230365	0.784669161	0.832107219
ENSG00000169554	ZEB2	-0.105603658	8.395841477	0.074785377	0.790627235	0.836808162
ENSG00000169592	INO80E	-0.054738699	4.563190436	0.11145576	0.74609359	0.799419291
ENSG00000169760	NLGN1	-0.227639172	1.354682087	0.101226093	0.757577777	0.808692168
ENSG00000169871	TRIM56	0.078707998	2.717433658	0.050067183	0.827912693	0.866774417
ENSG00000169967	MAP3K2	0.046189216	6.319855568	0.073484643	0.792406837	0.838432936
ENSG00000170004	CHD3	-0.088903851	8.199589333	0.094513356	0.765468501	0.815592002
ENSG00000170145	SIK2	0.066486876	5.401236821	0.041001919	0.844010303	0.879465916
ENSG00000170270	GON7	0.087115136	2.799968861	0.109978706	0.747714285	0.800592995
ENSG00000170604	IRF2BP1	0.117342014	3.982483265	0.057948254	0.815130075	0.856398533
ENSG00000170860	LSM3	-0.089271706	5.003813397	0.104911727	0.753368574	0.805179923
ENSG00000170892	TSEN34	0.04415331	5.061438867	0.065219472	0.804134503	0.848286993
ENSG00000171606	ZNF274	0.042311566	4.356261373	0.098070599	0.761249716	0.81179059
ENSG00000171766	GATM	-0.159104245	6.086279208	0.094579676	0.765389052	0.815570701
ENSG00000172006	ZNF554	-0.043617803	3.086681306	0.039236151	0.847356705	0.882617657
ENSG00000172062	SMN1	-0.077005124	2.917752393	0.118712914	0.738300905	0.792865694
ENSG00000172171	TEFM	-0.057876079	3.108821762	0.106129464	0.751996002	0.80429857
ENSG00000172269	DPAGT1	-0.029010644	4.150476893	0.03432492	0.857100421	0.890130714
ENSG00000172340	SUCLG2	0.074138304	5.146903394	0.054619454	0.820409186	0.860297593
ENSG00000172922	RNASEH2C	0.053353114	4.379061358	0.047906236	0.831600746	0.869562389
ENSG00000173200	PARP15	-0.221397315	1.797458355	0.056340906	0.817658458	0.85806909
ENSG00000173480	ZNF417	-0.03457552	3.548341281	0.04006258	0.845780912	0.881043193
ENSG00000173714	WFIKKN2	-0.104492061	-0.421993695	0.035329283	0.855051586	0.888608425
ENSG00000174227	PIGG	0.055478521	5.106989223	0.118785546	0.738224291	0.79284549
ENSG00000175054	ATR	0.033046014	5.967291391	0.05000664	0.828014865	0.866815226
ENSG00000175066	GK5	0.071474448	4.212810297	0.059254333	0.813102938	0.854727029
ENSG00000175106	TVP23C	-0.052651698	2.762299839	0.032827155	0.860214435	0.892418802
ENSG00000175183	CSRP2	0.117865069	7.037406136	0.051397093	0.825684583	0.864903813
ENSG00000175727	MLXIP	-0.13576862	5.171479919	0.097000859	0.762509367	0.813007461
ENSG00000175745	NR2F1	0.11148998	3.928491509	0.064976926	0.804490392	0.84846953
ENSG00000176248	ANAPC2	0.036076773	4.094097062	0.047164167	0.832887374	0.870688618
ENSG00000176715	ACSF3	-0.066225055	3.949295886	0.108996758	0.748798487	0.801503616
ENSG00000176723	ZNF843	-0.181898086	-0.202146058	0.064303704	0.805481958	0.849058328
ENSG00000177683	THAP5	0.048867312	5.105258786	0.038346831	0.84907188	0.883938594
ENSG00000178028	DMAP1	0.030174757	4.541248502	0.032752197	0.860372197	0.892514968
ENSG00000178429	RPS3AP5	-0.161001773	0.702033668	0.034376478	0.856994495	0.890130714
ENSG00000178464	RPL10P16	-0.178391238	0.785515638	0.048288454	0.830942134	0.86908374
ENSG00000178567	EPM2AIP1	-0.026656243	6.437360691	0.04714491	0.832920904	0.870688618
ENSG00000178585	CTNNBIP1	-0.025172925	5.065768684	0.036769428	0.852165897	0.886415379
ENSG00000178623	GPR35	-0.171595395	-0.478549984	0.123077157	0.733743569	0.788650724
ENSG00000178764	ZHX2	0.06451139	3.712967254	0.066361869	0.802467726	0.846922351
ENSG00000178821	TMEM52	0.232062656	1.827013897	0.105954052	0.752193174	0.804384015
ENSG00000179335	CLK3	-0.034422225	4.91154139	0.037033867	0.851642456	0.886005276
ENSG00000179922	ZNF784	-0.080941579	2.284680165	0.112385036	0.745080111	0.798582894
ENSG00000180263	FGD6	-0.059555213	5.191798936	0.062977444	0.807451753	0.850350533
ENSG00000181222	POLR2A	0.131351646	6.025470436	0.055155685	0.819547466	0.859854107
ENSG00000181523	SGSH	0.053184167	3.425165655	0.049879596	0.828229476	0.866973728
ENSG00000181619	GPR135	-0.093810253	2.991652819	0.035184659	0.855344728	0.88884573
ENSG00000182324	KCNJ14	-0.124833287	0.18372689	0.075826182	0.789215283	0.835658489
ENSG00000182359	KBTBD3	-0.098114617	1.623969802	0.082411381	0.780516085	0.828407547
ENSG00000182704	TSKU	0.075607799	4.9360529	0.085579087	0.776466384	0.824811625
ENSG00000182858	ALG12	-0.066603548	4.123358027	0.078009206	0.786287536	0.833501247
ENSG00000182923	CEP63	0.032854399	5.007994271	0.06517914	0.804193633	0.848286993
ENSG00000182952	HMGN4	0.049272023	4.813716091	0.084112625	0.778330795	0.826407889
ENSG00000183340	JRKL	0.08301546	4.108714958	0.04890929	0.829878178	0.868113344
ENSG00000183690	EFHC2	-0.157134251	-0.301282444	0.101323317	0.757465656	0.808635412
ENSG00000184307	ZDHHC23	-0.148718713	0.132946174	0.044824044	0.83701601	0.873837325
ENSG00000184731	FAM110C	0.235721268	-0.260735818	0.040204396	0.845512217	0.880830188
ENSG00000184831	APOO	0.06392279	4.234125621	0.113967038	0.743365534	0.797305891
ENSG00000184924	PTRHD1	-0.069884386	3.514115785	0.114660995	0.742617645	0.796690618
ENSG00000184937	WT1	0.201523373	-0.311198468	0.061749413	0.809295533	0.851834471
ENSG00000185187	SIGIRR	-0.15166685	1.702502386	0.060560315	0.811099614	0.853261568
ENSG00000185504	FAAP100	-0.063520754	4.632217077	0.071339116	0.795379843	0.840865149
ENSG00000185585	OLFML2A	0.145794827	6.730594848	0.126266422	0.73047088	0.785687216
ENSG00000185633	NDUFA4L2	-0.165910404	0.651102369	0.059520345	0.812692992	0.854361571
ENSG00000185716	MOSMO	0.05145002	4.312124066	0.075862999	0.78916553	0.835658489
ENSG00000186063	AIDA	-0.053324723	5.627136365	0.057418642	0.815958997	0.856855321
ENSG00000186174	BCL9L	-0.15101877	4.697480761	0.057967878	0.815099439	0.856398533
ENSG00000186352	ANKRD37	-0.126743699	1.992968502	0.087730114	0.773762995	0.822640443
ENSG00000186715	MST1L	0.12244209	-0.309400287	0.042190996	0.841799086	0.877761921
ENSG00000187097	ENTPD5	0.042248954	3.966577732	0.053737351	0.821836535	0.861538245
ENSG00000187164	SHTN1	0.114962297	3.062084819	0.109585248	0.748148062	0.80093241
ENSG00000187954	CYHR1	-0.054256511	4.824533027	0.046151916	0.834659747	0.872041111
ENSG00000187994	RINL	0.098129685	1.173559777	0.051556089	0.825420251	0.864692957
ENSG00000188130	MAPK12	0.055529494	4.720075059	0.109085594	0.748700176	0.801460927
ENSG00000188157	AGRN	0.088508208	6.283149201	0.047596595	0.83213633	0.87000107
ENSG00000188580	NKAIN2	-0.258375671	0.032529933	0.03226356	0.861405232	0.893316366
ENSG00000188596	CFAP54	-0.202415811	1.930633625	0.112906896	0.744513027	0.798224574
ENSG00000188603	CLN3	0.092521749	2.797998966	0.100878707	0.757978877	0.808994417
ENSG00000188725	SMIM15	0.100266762	5.556157144	0.111812872	0.745703561	0.79912623
ENSG00000188739	RBM34	0.069060127	1.297485975	0.051938781	0.824785785	0.864226309
ENSG00000188976	NOC2L	-0.050343896	6.320416646	0.115562361	0.741650023	0.795839268
ENSG00000189190	ZNF600	-0.10950701	1.593769005	0.115052264	0.742197091	0.796364009
ENSG00000189195	BTBD8	-0.110137929	0.769290771	0.052282565	0.824217928	0.863697274
ENSG00000189306	RRP7A	-0.047949793	5.660084116	0.090602866	0.770208629	0.819179015
ENSG00000196275	GTF2IRD2	0.07619998	1.811895539	0.096775093	0.762776195	0.813228748
ENSG00000197077	KIAA1671	-0.122396579	5.288889915	0.066635466	0.802070831	0.846633751
ENSG00000197177	ADGRA1	0.211814325	2.787787789	0.085843771	0.77613174	0.824587638
ENSG00000197182	MIRLET7BHG	0.07286568	1.321281472	0.060880126	0.810612557	0.852900501
ENSG00000197483	ZNF628	-0.221460075	1.608530215	0.112550855	0.744899763	0.798451985
ENSG00000197713	RPE	-0.052721198	5.366630056	0.038951618	0.84790324	0.883052824
ENSG00000197785	ATAD3A	0.076547987	4.282362467	0.099175656	0.759956442	0.810726592
ENSG00000197857	ZNF44	0.064416019	2.986396923	0.067401672	0.800963967	0.845829576
ENSG00000198176	TFDP1	0.040116452	5.770830393	0.051230338	0.825962279	0.865062577
ENSG00000198919	DZIP3	-0.03852864	5.977560999	0.041131044	0.843768571	0.879347629
ENSG00000198931	APRT	0.064635877	5.184111741	0.127415668	0.729303112	0.78449269
ENSG00000203705	TATDN3	0.046134904	3.300433026	0.043382395	0.839616025	0.87600573
ENSG00000203875	SNHG5	-0.128032211	6.640726793	0.102726862	0.755853685	0.807040165
ENSG00000204147	ASAH2B	-0.058394317	2.557539028	0.054636521	0.82038169	0.860297593
ENSG00000204308	RNF5	0.050029881	4.710246506	0.112263664	0.745212213	0.798662077
ENSG00000204463	BAG6	-0.061310914	7.053761206	0.103558255	0.754904604	0.806215077
ENSG00000204498	NFKBIL1	0.048067798	3.542606742	0.043186023	0.839973667	0.876258178
ENSG00000204599	TRIM39	-0.047610679	3.45992775	0.059696145	0.812422606	0.854142782
ENSG00000204842	ATXN2	-0.065072094	5.320087576	0.042296029	0.841605342	0.877693338
ENSG00000204860	FAM201A	-0.243203748	0.21166704	0.106487742	0.751593844	0.803931125
ENSG00000205464	ATP6AP1L	-0.105817377	2.001431669	0.094231311	0.765806724	0.815698931
ENSG00000205531	NAP1L4	-0.041287587	6.685400862	0.091165304	0.769520023	0.818710926
ENSG00000206562	METTL6	0.039405745	4.074821371	0.06937531	0.798143607	0.843261023
ENSG00000206634	SNORA22	-0.127089127	1.350036443	0.070640399	0.796358428	0.841510559
ENSG00000207445	SNORD15B	0.163149495	3.474979364	0.072312968	0.794024501	0.839691164
ENSG00000211451	GNRHR2	-0.111501351	-0.013305663	0.117605829	0.739471984	0.793998205
ENSG00000213337	ANKRD39	0.072655809	2.474550095	0.064058436	0.805844586	0.849375303
ENSG00000213533	STIMATE	-0.074496085	1.376768294	0.077237092	0.787317911	0.834400045
ENSG00000213553	RPLP0P6	-0.207105526	2.711748141	0.034747338	0.856234973	0.88963605
ENSG00000214026	MRPL23	-0.055091583	4.119680891	0.0586708	0.814005657	0.855610391
ENSG00000214198	TTC41P	0.124547511	-0.051283256	0.089821244	0.771169501	0.82013739
ENSG00000214389	RPS3AP26	-0.344569688	3.295195346	0.079523436	0.784282781	0.831761783
ENSG00000214706	IFRD2	0.063473407	5.000865447	0.107163821	0.750837016	0.80339204
ENSG00000215039	CD27-AS1	-0.06089166	3.267255306	0.035378823	0.854951315	0.88857154
ENSG00000220205	VAMP2	-0.114901252	3.351311932	0.099834739	0.759188904	0.810096787
ENSG00000220563	PKMP3	0.138490302	0.268082814	0.088845987	0.772374878	0.821249576
ENSG00000220842	RPL21P16	-0.409314116	3.196413596	0.105868111	0.752289842	0.804424678
ENSG00000223501	VPS52	-0.034090734	5.082220132	0.054808552	0.820104797	0.860241454
ENSG00000223749	MIR503HG	-0.091410686	4.713966651	0.045703218	0.835451915	0.872536464
ENSG00000223768	LINC00205	-0.108475501	2.17556112	0.110753268	0.746862886	0.799993613
ENSG00000224358	TMCO1-AS1	-0.120157809	0.513549065	0.069986922	0.797278386	0.84241778
ENSG00000224699	LAMTOR5-AS1	-0.129943486	-0.417749463	0.045934401	0.835043257	0.872242488
ENSG00000224861	YBX1P1	0.104127585	1.199573047	0.035854821	0.853991575	0.887708581
ENSG00000224892	RPS4XP16	-0.157974408	-0.537825729	0.070829427	0.796093174	0.841424724
ENSG00000225091	SNORA71A	0.075451366	1.898274383	0.032085368	0.861783966	0.893641568
ENSG00000225470	JPX	-0.061402777	5.054786918	0.103901018	0.754514556	0.805986774
ENSG00000225756	DBH-AS1	-0.174978796	0.080866613	0.059829848	0.81221725	0.854066808
ENSG00000225855	RUSC1-AS1	-0.178191032	-0.013290382	0.088896537	0.772312223	0.821249576
ENSG00000226419	SLC16A1-AS1	-0.10765331	1.740665017	0.116650645	0.740487392	0.794840406
ENSG00000227398	KIF9-AS1	-0.061221984	2.576545476	0.037554168	0.850618199	0.885141089
ENSG00000227500	SCAMP4	0.15347662	3.5337946	0.111582389	0.745955208	0.799333458
ENSG00000229152	ANKRD10-IT1	0.06798041	1.435898866	0.039121097	0.847577452	0.882780555
ENSG00000231500	RPS18	-0.122061603	10.41511736	0.078058057	0.786222532	0.833496752
ENSG00000231672	DIRC3	0.149751405	2.494076166	0.098717947	0.760491136	0.811233915
